longitude 	 latitude 	 weight
0.716719 	 0.518132 	 5.000000
0.739564 	 0.490477 	 31.000000
0.756594 	 0.476389 	 17.000000
0.631983 	 0.324550 	 41.000000
0.641952 	 0.339160 	 26.000000
0.658567 	 0.352726 	 21.000000
0.678297 	 0.366032 	 14.000000
0.663759 	 0.326898 	 39.000000
0.694496 	 0.362901 	 28.000000
0.725234 	 0.393165 	 2.000000
0.668536 	 0.297417 	 22.000000
0.698442 	 0.349074 	 20.000000
0.710903 	 0.367336 	 22.000000
0.683489 	 0.301070 	 15.000000
0.694081 	 0.319071 	 1.000000
0.707580 	 0.334986 	 20.000000
0.699688 	 0.304461 	 2.000000
0.727518 	 0.331594 	 14.000000
0.734372 	 0.368119 	 21.000000
0.581724 	 0.256457 	 40.000000
0.565109 	 0.257762 	 56.000000
0.609553 	 0.222541 	 20.000000
0.626376 	 0.208453 	 3.000000
0.617238 	 0.234803 	 19.000000
0.590862 	 0.266893 	 4.000000
0.633437 	 0.276807 	 1.000000
0.590862 	 0.303418 	 43.000000
0.589200 	 0.176102 	 8.000000
0.599792 	 0.214975 	 2.000000
0.616615 	 0.389512 	 29.000000
0.640914 	 0.381685 	 1.000000
0.673105 	 0.393686 	 1.000000
0.723572 	 0.424993 	 1.000000
0.690550 	 0.428907 	 1.000000
0.685566 	 0.448474 	 1.000000
0.699273 	 0.466475 	 1.000000
0.558255 	 0.279937 	 1.000000
0.569886 	 0.292982 	 1.000000
0.712980 	 0.565093 	 29.000000
0.719211 	 0.583877 	 42.000000
0.737695 	 0.584138 	 1.000000
0.736864 	 0.543178 	 26.000000
0.750363 	 0.528829 	 46.000000
0.765109 	 0.571876 	 53.000000
0.764901 	 0.517610 	 58.000000
0.781931 	 0.568223 	 60.000000
0.777985 	 0.493347 	 28.000000
0.788993 	 0.526220 	 6.000000
0.801246 	 0.560657 	 2.000000
0.808100 	 0.588573 	 1.000000
0.791277 	 0.494391 	 23.000000
0.825545 	 0.570310 	 17.000000
0.817861 	 0.595095 	 3.000000
0.830322 	 0.525437 	 30.000000
0.843614 	 0.525698 	 1.000000
0.848183 	 0.540830 	 8.000000
0.870820 	 0.489695 	 13.000000
0.876012 	 0.447169 	 38.000000
0.914226 	 0.525959 	 25.000000
0.913396 	 0.510044 	 47.000000
0.920042 	 0.497261 	 37.000000
0.919418 	 0.477694 	 34.000000
0.951194 	 0.528307 	 32.000000
0.997923 	 0.549700 	 36.000000
0.845275 	 0.571354 	 40.000000
0.775701 	 0.417167 	 2.000000
0.920042 	 0.630055 	 10.000000
0.928557 	 0.635012 	 20.000000
0.939979 	 0.639186 	 20.000000
0.954517 	 0.643621 	 17.000000
0.978816 	 0.650926 	 23.000000
0.811007 	 0.481607 	 1.000000
0.838422 	 0.498826 	 1.000000
0.866874 	 0.513958 	 1.000000
0.895327 	 0.535090 	 1.000000
0.890550 	 0.585703 	 1.000000
0.791277 	 0.466736 	 1.000000
0.852960 	 0.455257 	 1.000000
0.874766 	 0.470389 	 1.000000
0.897819 	 0.458909 	 1.000000
0.951402 	 0.501174 	 1.000000
0.891173 	 0.489695 	 1.000000
0.939356 	 0.608662 	 1.000000
0.966147 	 0.613879 	 1.000000
0.981931 	 0.641012 	 1.000000
1.000000 	 0.592486 	 1.000000
0.721495 	 0.666319 	 1.000000
0.710903 	 0.615184 	 26.000000
0.723157 	 0.607618 	 26.000000
0.728141 	 0.648056 	 28.000000
0.735826 	 0.679363 	 25.000000
0.748079 	 0.780068 	 52.000000
0.738318 	 0.606574 	 20.000000
0.753271 	 0.711192 	 31.000000
0.757632 	 0.746152 	 30.000000
0.762409 	 0.776415 	 24.000000
0.766978 	 0.803026 	 17.000000
0.775909 	 0.864597 	 17.000000
0.752856 	 0.603966 	 11.000000
0.757632 	 0.635794 	 31.000000
0.762201 	 0.671015 	 21.000000
0.773001 	 0.719541 	 1.000000
0.779232 	 0.741456 	 1.000000
0.781101 	 0.800678 	 19.000000
0.785670 	 0.830942 	 17.000000
0.789408 	 0.857553 	 11.000000
0.765109 	 0.602661 	 13.000000
0.769886 	 0.631098 	 26.000000
0.775286 	 0.668145 	 19.000000
0.780062 	 0.697887 	 16.000000
0.790239 	 0.769893 	 16.000000
0.794185 	 0.797809 	 17.000000
0.798546 	 0.827550 	 16.000000
0.791900 	 0.639969 	 18.000000
0.796262 	 0.696061 	 25.000000
0.799792 	 0.734412 	 28.000000
0.817238 	 0.848682 	 16.000000
0.798962 	 0.617793 	 27.000000
0.804984 	 0.654840 	 31.000000
0.810177 	 0.693452 	 23.000000
0.822015 	 0.776154 	 1.000000
0.824922 	 0.793373 	 15.000000
0.828453 	 0.820245 	 22.000000
0.817861 	 0.653535 	 47.000000
0.823053 	 0.691625 	 25.000000
0.828453 	 0.729194 	 28.000000
0.837383 	 0.790764 	 18.000000
0.828453 	 0.651448 	 14.000000
0.839668 	 0.728150 	 48.000000
0.844444 	 0.757631 	 25.000000
0.849637 	 0.787895 	 21.000000
0.835929 	 0.615184 	 20.000000
0.849013 	 0.691625 	 42.000000
0.851713 	 0.710410 	 24.000000
0.859190 	 0.818680 	 33.000000
0.860228 	 0.647795 	 35.000000
0.859605 	 0.680668 	 32.000000
0.861682 	 0.727628 	 34.000000
0.862928 	 0.757892 	 32.000000
0.874143 	 0.725802 	 19.000000
0.884320 	 0.746413 	 7.000000
0.896366 	 0.687712 	 44.000000
0.909034 	 0.696582 	 23.000000
0.894081 	 0.655622 	 14.000000
0.945587 	 0.657970 	 18.000000
0.830322 	 0.842943 	 1.000000
0.092420 	 0.384033 	 10.000000
0.089720 	 0.408035 	 10.000000
0.119003 	 0.285416 	 1.000000
0.121703 	 0.337334 	 25.000000
0.135410 	 0.392643 	 9.000000
0.112565 	 0.385338 	 20.000000
0.168640 	 0.205061 	 19.000000
0.137695 	 0.250457 	 11.000000
0.135618 	 0.328202 	 16.000000
0.143925 	 0.377772 	 7.000000
0.133749 	 0.448213 	 27.000000
0.156594 	 0.474041 	 12.000000
0.190654 	 0.486564 	 10.000000
0.228453 	 0.486303 	 1.000000
0.274766 	 0.485781 	 12.000000
0.339564 	 0.484738 	 5.000000
0.131256 	 0.425254 	 20.000000
0.155140 	 0.420558 	 16.000000
0.182555 	 0.428907 	 13.000000
0.200000 	 0.446648 	 39.000000
0.243198 	 0.433864 	 12.000000
0.237175 	 0.452126 	 11.000000
0.245483 	 0.464388 	 6.000000
0.285774 	 0.410905 	 14.000000
0.304050 	 0.438560 	 17.000000
0.300312 	 0.454996 	 19.000000
0.321080 	 0.465171 	 18.000000
0.309242 	 0.407775 	 13.000000
0.184216 	 0.412992 	 16.000000
0.230530 	 0.404383 	 19.000000
0.278920 	 0.386121 	 27.000000
0.165732 	 0.229063 	 20.000000
0.151194 	 0.275763 	 17.000000
0.186501 	 0.389773 	 15.000000
0.222638 	 0.386903 	 15.000000
0.187539 	 0.249152 	 1.000000
0.185254 	 0.278111 	 24.000000
0.180893 	 0.298461 	 16.000000
0.166355 	 0.340986 	 11.000000
0.198754 	 0.371511 	 24.000000
0.230945 	 0.288286 	 44.000000
0.212046 	 0.301331 	 25.000000
0.198754 	 0.315419 	 18.000000
0.191070 	 0.336029 	 1.000000
0.197715 	 0.355074 	 1.000000
0.223261 	 0.356901 	 16.000000
0.251090 	 0.380381 	 12.000000
0.234060 	 0.345160 	 27.000000
0.250467 	 0.330550 	 49.000000
0.267497 	 0.347248 	 72.000000
0.103842 	 0.314897 	 25.000000
0.109865 	 0.229324 	 28.000000
0.138525 	 0.180277 	 20.000000
0.125649 	 0.169319 	 14.000000
0.115057 	 0.183668 	 8.000000
0.092627 	 0.235847 	 16.000000
0.085566 	 0.284373 	 14.000000
0.088058 	 0.331333 	 27.000000
0.072690 	 0.343073 	 28.000000
0.070197 	 0.286199 	 12.000000
0.073728 	 0.248369 	 11.000000
0.055036 	 0.280981 	 18.000000
0.053790 	 0.335247 	 27.000000
0.033229 	 0.331072 	 1.000000
0.037383 	 0.290373 	 11.000000
0.094289 	 0.173493 	 1.000000
0.085151 	 0.392904 	 1.000000
0.079128 	 0.382207 	 1.000000
0.000000 	 0.316723 	 1.000000
0.196885 	 0.118706 	 62.000000
0.226999 	 0.162275 	 51.000000
0.215161 	 0.103052 	 86.000000
0.246521 	 0.148448 	 97.000000
0.234060 	 0.088182 	 61.000000
0.263759 	 0.131751 	 105.000000
0.252129 	 0.060788 	 175.000000
0.269990 	 0.110879 	 15.000000
0.285566 	 0.127315 	 28.000000
0.294704 	 0.146621 	 11.000000
0.297404 	 0.023219 	 15.000000
0.293458 	 0.073572 	 253.000000
0.302596 	 0.100965 	 37.000000
0.350156 	 0.099400 	 115.000000
0.314226 	 0.137490 	 33.000000
0.324818 	 0.149491 	 22.000000
0.314434 	 0.026872 	 12.000000
0.322326 	 0.054005 	 5.000000
0.332710 	 0.051657 	 1.000000
0.330633 	 0.087399 	 45.000000
0.332295 	 0.125489 	 21.000000
0.345587 	 0.132533 	 37.000000
0.354933 	 0.043047 	 51.000000
0.385462 	 0.095487 	 41.000000
0.396885 	 0.109053 	 27.000000
0.383178 	 0.126011 	 22.000000
0.386708 	 0.141925 	 22.000000
0.415161 	 0.137490 	 27.000000
0.191900 	 0.161492 	 24.000000
0.179024 	 0.087921 	 19.000000
0.192108 	 0.061310 	 35.000000
0.371755 	 0.048526 	 16.000000
0.216407 	 0.056092 	 63.000000
0.180893 	 0.043047 	 120.000000
0.236968 	 0.000000 	 100.000000
0.167601 	 0.127055 	 9.000000
0.182555 	 0.190973 	 5.000000
0.165524 	 0.164362 	 12.000000
0.133956 	 0.108792 	 1.000000
0.355140 	 0.077224 	 1.000000
0.279958 	 0.064179 	 1.000000
0.246106 	 0.189147 	 55.000000
0.311319 	 0.351683 	 18.000000
0.316926 	 0.363945 	 129.000000
0.341848 	 0.411688 	 467.000000
0.349325 	 0.344378 	 184.000000
0.349325 	 0.375424 	 135.000000
0.361994 	 0.399426 	 1.000000
0.370717 	 0.397078 	 37.000000
0.378816 	 0.440125 	 129.000000
0.365940 	 0.451083 	 5.000000
0.323780 	 0.166710 	 16.000000
0.332295 	 0.181842 	 30.000000
0.341641 	 0.223063 	 143.000000
0.358879 	 0.243412 	 1.000000
0.358048 	 0.278111 	 152.000000
0.365317 	 0.306288 	 195.000000
0.368224 	 0.334464 	 22.000000
0.380478 	 0.370206 	 33.000000
0.385047 	 0.327681 	 37.000000
0.395639 	 0.365510 	 283.000000
0.349948 	 0.160188 	 4.000000
0.361578 	 0.169319 	 25.000000
0.365524 	 0.186538 	 208.000000
0.371547 	 0.209496 	 179.000000
0.379647 	 0.231933 	 188.000000
0.388785 	 0.261675 	 88.000000
0.397923 	 0.286460 	 120.000000
0.406438 	 0.316984 	 23.000000
0.415369 	 0.354292 	 183.000000
0.395431 	 0.199322 	 17.000000
0.409346 	 0.193582 	 19.000000
0.430737 	 0.147143 	 42.000000
0.428453 	 0.180537 	 19.000000
0.441537 	 0.164623 	 1.000000
0.340602 	 0.248109 	 71.000000
0.305088 	 0.316984 	 6.000000
0.308411 	 0.272632 	 20.000000
0.262928 	 0.283068 	 9.000000
0.303219 	 0.252805 	 13.000000
0.255659 	 0.262979 	 17.000000
0.291589 	 0.214193 	 19.000000
0.241952 	 0.225150 	 23.000000
0.289097 	 0.193582 	 20.000000
0.200831 	 0.213410 	 13.000000
0.480789 	 0.143752 	 12.000000
0.460228 	 0.189669 	 1.000000
0.440914 	 0.248630 	 31.000000
0.514434 	 0.158883 	 128.000000
0.488058 	 0.229063 	 1.000000
0.447352 	 0.321941 	 211.000000
0.429907 	 0.317245 	 166.000000
0.552440 	 0.123141 	 9.000000
0.544756 	 0.171406 	 50.000000
0.527934 	 0.212105 	 9.000000
0.495327 	 0.253326 	 29.000000
0.493458 	 0.277850 	 1.000000
0.477466 	 0.298200 	 243.000000
0.475805 	 0.330290 	 144.000000
0.446729 	 0.388208 	 55.000000
0.551402 	 0.196452 	 21.000000
0.544133 	 0.217584 	 2.000000
0.515888 	 0.286981 	 15.000000
0.527726 	 0.299243 	 27.000000
0.525234 	 0.327420 	 16.000000
0.469990 	 0.363945 	 139.000000
0.483281 	 0.368380 	 90.000000
0.498858 	 0.360814 	 33.000000
0.518380 	 0.406209 	 375.000000
0.466459 	 0.395252 	 87.000000
0.481412 	 0.400470 	 83.000000
0.493666 	 0.400991 	 7.000000
0.569263 	 0.201148 	 5.000000
0.523572 	 0.344639 	 16.000000
0.541641 	 0.236890 	 3.000000
0.557009 	 0.243152 	 3.000000
0.512565 	 0.228020 	 1.000000
0.492627 	 0.304461 	 1.000000
0.490343 	 0.321158 	 1.000000
